index,Height,Height (m),Weight,BMI
2220,167,1.67,82,29.4022733
2221,161,1.61,62,23.91883029
2222,156,1.56,53,21.77843524
2223,179,1.79,95,29.64951156
2224,157,1.57,42,17.0392308
2225,152,1.52,54,23.37257618
2226,154,1.54,85,35.84078259
2227,156,1.56,39,16.02564103
2228,177,1.77,69,22.02432251
2229,161,1.61,44,16.97465376
2230,175,1.75,75,24.48979592
2231,154,1.54,27,11.38471918
2232,154,1.54,41,17.2879069
2233,176,1.76,76,24.53512397
2234,165,1.65,84,30.85399449
2235,176,1.76,99,31.96022727
2236,146,1.46,75,35.18483768
2237,170,1.7,56,19.37716263
2238,158,1.58,52,20.82999519
2239,159,1.59,55,21.75546853
2240,150,1.5,59,26.22222222
2241,176,1.76,30,9.684917355
2242,142,1.42,61,30.25193414
2243,172,1.72,76,25.68956193
2244,152,1.52,39,16.88019391
2245,160,1.6,54,21.09375
2246,144,1.44,85,40.99151235
2247,179,1.79,76,23.71960925
2248,157,1.57,65,26.37023814
2249,177,1.77,31,9.894985477
2250,176,1.76,98,31.63739669
2251,150,1.5,39,17.33333333
2252,173,1.73,99,33.07828528
2253,161,1.61,100,38.57875854
2254,155,1.55,86,35.79604579
2255,177,1.77,25,7.979826997
2256,148,1.48,96,43.8276114
2257,175,1.75,90,29.3877551
2258,163,1.63,31,11.66773307
2259,157,1.57,46,18.66201469
2260,161,1.61,90,34.72088268
2261,164,1.64,76,28.25698989
2262,146,1.46,100,46.91311691
2263,149,1.49,25,11.26075402
2264,169,1.69,42,14.70536746
2265,152,1.52,64,27.70083102
2266,140,1.4,44,22.44897959
2267,164,1.64,83,30.85960738
2268,170,1.7,31,10.7266436
2269,142,1.42,98,48.60146796
2270,155,1.55,26,10.82206035
2271,167,1.67,98,35.13930223
2272,174,1.74,46,15.19355265
2273,166,1.66,50,18.14486863
2274,146,1.46,67,31.43178833
2275,159,1.59,45,17.7999288
2276,147,1.47,50,23.1385071
2277,176,1.76,94,30.34607438
2278,143,1.43,97,47.4350824
2279,144,1.44,50,24.11265432
2280,148,1.48,44,20.08765522
2281,148,1.48,78,35.60993426
2282,145,1.45,27,12.84185493
2283,177,1.77,99,31.60011491
2284,156,1.56,31,12.73833005
2285,176,1.76,45,14.52737603
2286,166,1.66,96,34.83814777
2287,171,1.71,93,31.80465784
2288,153,1.53,53,22.64086462
2289,162,1.62,74,28.1969212
2290,179,1.79,35,10.92350426
2291,171,1.71,92,31.46267228
2292,178,1.78,83,26.19618735
2293,158,1.58,37,14.82134273
2294,169,1.69,65,22.75830678
2295,147,1.47,82,37.94715165
2296,149,1.49,89,40.08828431
2297,153,1.53,72,30.757401
2298,154,1.54,26,10.96306291
2299,177,1.77,57,18.19400555
2300,169,1.69,84,29.41073492
2301,151,1.51,41,17.98166747
2302,143,1.43,49,23.96205193
2303,172,1.72,58,19.605192
2304,168,1.68,54,19.13265306
2305,154,1.54,50,21.08281329
2306,168,1.68,87,30.82482993
2307,179,1.79,75,23.40750913
2308,146,1.46,32,15.01219741
2309,167,1.67,30,10.75692926
2310,167,1.67,98,35.13930223
2311,163,1.63,88,33.12130679
2312,176,1.76,78,25.18078512
2313,175,1.75,94,30.69387755
2314,141,1.41,81,40.74241738
2315,142,1.42,38,18.84546717
2316,146,1.46,46,21.58003378
2317,172,1.72,36,12.16873986
2318,169,1.69,66,23.10843458
2319,163,1.63,100,37.63784862
2320,179,1.79,73,22.78330889
2321,153,1.53,52,22.2136785
2322,141,1.41,46,23.13766913
2323,177,1.77,31,9.894985477
2324,175,1.75,27,8.816326531
2325,167,1.67,44,15.77682957
2326,146,1.46,86,40.34528054
2327,168,1.68,32,11.33786848
2328,175,1.75,44,14.36734694
2329,150,1.5,61,27.11111111
2330,165,1.65,60,22.03856749
2331,164,1.64,25,9.295062463
2332,164,1.64,64,23.7953599
2333,166,1.66,50,18.14486863
2334,164,1.64,35,13.01308745
2335,166,1.66,57,20.68515024
2336,170,1.7,89,30.79584775
2337,145,1.45,75,35.67181926
2338,165,1.65,97,35.62901745
2339,156,1.56,79,32.46219592
2340,176,1.76,30,9.684917355
2341,165,1.65,94,34.52708907
2342,167,1.67,42,15.05970096
2343,148,1.48,98,44.74068663
2344,179,1.79,83,25.9043101
2345,173,1.73,92,30.73941662
2346,161,1.61,50,19.28937927
2347,179,1.79,33,10.29930402
2348,146,1.46,84,39.4070182
2349,166,1.66,71,25.76571346
2350,151,1.51,61,26.75321258
2351,150,1.5,41,18.22222222
2352,147,1.47,91,42.11208293
2353,141,1.41,26,13.07781299
2354,170,1.7,84,29.06574394
2355,178,1.78,99,31.24605479
2356,175,1.75,29,9.469387755
2357,179,1.79,60,18.7260073
2358,174,1.74,72,23.78121284
2359,145,1.45,51,24.2568371
2360,163,1.63,65,24.4646016
2361,149,1.49,48,21.62064772
2362,153,1.53,46,19.65056175
2363,155,1.55,30,12.48699272
2364,178,1.78,84,26.51180407
2365,143,1.43,45,22.00596606
2366,160,1.6,59,23.046875
2367,157,1.57,62,25.15315023
2368,148,1.48,78,35.60993426
2369,152,1.52,59,25.5367036
2370,172,1.72,52,17.57706869
2371,177,1.77,26,8.299020077
2372,163,1.63,66,24.84098009
2373,147,1.47,90,41.64931279
2374,157,1.57,79,32.04998174
2375,153,1.53,54,23.06805075
2376,154,1.54,38,16.0229381
2377,174,1.74,29,9.578544061
2378,159,1.59,80,31.64431787
2379,162,1.62,74,28.1969212
2380,174,1.74,52,17.17532039
2381,142,1.42,67,33.22753422
2382,164,1.64,52,19.33372992
2383,160,1.6,65,25.390625
2384,176,1.76,75,24.21229339
2385,176,1.76,28,9.039256198
2386,173,1.73,65,21.71806609
2387,151,1.51,47,20.613131
2388,161,1.61,65,25.07619305
2389,163,1.63,90,33.87406376
2390,160,1.6,39,15.234375
2391,180,1.8,57,17.59259259
2392,144,1.44,46,22.18364198
2393,168,1.68,74,26.21882086
2394,144,1.44,67,32.31095679
2395,176,1.76,49,15.81869835
2396,158,1.58,95,38.05479891
2397,180,1.8,77,23.7654321
2398,163,1.63,89,33.49768527
2399,140,1.4,100,51.02040816
2400,143,1.43,40,19.56085872
2401,163,1.63,28,10.53859761
2402,151,1.51,47,20.613131
2403,160,1.6,59,23.046875
2404,161,1.61,36,13.88835307
2405,151,1.51,74,32.4547169
2406,171,1.71,30,10.25956705
2407,153,1.53,45,19.22337562
2408,179,1.79,54,16.85340657
2409,156,1.56,60,24.65483235
2410,162,1.62,85,32.38835543
2411,146,1.46,41,19.23437793
2412,175,1.75,45,14.69387755
2413,158,1.58,95,38.05479891
2414,148,1.48,91,41.5449233
2415,153,1.53,55,23.49523687
2416,158,1.58,53,21.23057202
2417,162,1.62,80,30.48315806
2418,162,1.62,33,12.5743027
2419,169,1.69,68,23.80869017
2420,158,1.58,63,25.23634033
2421,150,1.5,28,12.44444444
2422,167,1.67,27,9.68123633
2423,146,1.46,66,30.96265716
2424,153,1.53,33,14.09714212
2425,165,1.65,58,21.30394858
2426,148,1.48,97,44.28414901
2427,171,1.71,27,9.233610342
2428,160,1.6,51,19.921875
2429,169,1.69,48,16.80613424
2430,150,1.5,77,34.22222222
2431,151,1.51,72,31.57756239
2432,156,1.56,100,41.09138725
2433,169,1.69,98,34.31252407
2434,158,1.58,51,20.42941836
2435,165,1.65,95,34.89439853
2436,146,1.46,85,39.87614937
2437,154,1.54,92,38.79237645
2438,159,1.59,59,23.33768443
2439,173,1.73,62,20.71569381
2440,155,1.55,30,12.48699272
2441,156,1.56,33,13.56015779
2442,142,1.42,89,44.13806784
2443,161,1.61,59,22.76146754
2444,166,1.66,59,21.41094498
2445,160,1.6,85,33.203125
2446,153,1.53,91,38.87393737
2447,172,1.72,39,13.18280151
2448,169,1.69,64,22.40817899
2449,169,1.69,66,23.10843458
2450,174,1.74,90,29.72651605
2451,168,1.68,73,25.86451247
2452,176,1.76,42,13.5588843
2453,177,1.77,83,26.49302563
2454,177,1.77,89,28.40818411
2455,168,1.68,63,22.32142857
2456,176,1.76,78,25.18078512
2457,176,1.76,61,19.69266529
2458,151,1.51,62,27.19178983
2459,180,1.8,40,12.34567901
2460,155,1.55,33,13.73569199
2461,165,1.65,82,30.11937557
2462,175,1.75,53,17.30612245
2463,169,1.69,52,18.20664543
2464,168,1.68,100,35.430839
2465,178,1.78,63,19.88385305
2466,164,1.64,38,14.12849494
2467,162,1.62,74,28.1969212
2468,165,1.65,62,22.77318641
2469,169,1.69,56,19.60715661
2470,144,1.44,43,20.73688272
2471,157,1.57,88,35.70124549
2472,171,1.71,72,24.62296091
2473,179,1.79,76,23.71960925
2474,162,1.62,67,25.52964487
2475,143,1.43,96,46.94606093
2476,167,1.67,85,30.47796622
2477,143,1.43,68,33.25345983
2478,163,1.63,28,10.53859761
2479,180,1.8,76,23.45679012
2480,160,1.6,42,16.40625
2481,179,1.79,38,11.85980463
2482,158,1.58,64,25.63691716
2483,145,1.45,25,11.89060642
2484,174,1.74,58,19.15708812
2485,154,1.54,27,11.38471918
2486,159,1.59,94,37.18207349
2487,168,1.68,58,20.54988662
2488,168,1.68,50,17.7154195
2489,156,1.56,31,12.73833005
2490,145,1.45,39,18.54934602
2491,175,1.75,85,27.75510204
2492,177,1.77,57,18.19400555
2493,166,1.66,26,9.435331688
2494,149,1.49,66,29.72839061
2495,158,1.58,86,34.44960743
2496,164,1.64,51,18.96192742
2497,172,1.72,38,12.84478096
2498,148,1.48,36,16.43535427
2499,143,1.43,61,29.83030955
2500,146,1.46,39,18.29611559
2501,173,1.73,50,16.70620468
2502,163,1.63,99,37.26147013
2503,144,1.44,39,18.80787037
2504,146,1.46,31,14.54306624
2505,167,1.67,41,14.70113665
2506,162,1.62,87,33.15043439
2507,172,1.72,96,32.44997296
2508,158,1.58,62,24.8357635
2509,158,1.58,80,32.04614645
2510,173,1.73,40,13.36496375
2511,146,1.46,57,26.74047664
2512,156,1.56,77,31.64036818
2513,152,1.52,52,22.50692521
2514,178,1.78,77,24.30248706
2515,142,1.42,25,12.39833366
2516,143,1.43,83,40.58878185
2517,179,1.79,57,17.78970694
2518,171,1.71,86,29.41075887
2519,148,1.48,56,25.56610665
2520,149,1.49,54,24.32322868
2521,142,1.42,30,14.8780004
2522,174,1.74,54,17.83590963
2523,144,1.44,33,15.91435185
2524,156,1.56,37,15.20381328
2525,159,1.59,81,32.03987184
2526,140,1.4,76,38.7755102
2527,140,1.4,26,13.26530612
2528,179,1.79,100,31.21001217
2529,172,1.72,80,27.04164413
2530,170,1.7,56,19.37716263
2531,153,1.53,52,22.2136785
2532,180,1.8,85,26.2345679
2533,152,1.52,36,15.58171745
2534,160,1.6,40,15.625
2535,161,1.61,84,32.40615717
2536,174,1.74,71,23.45091822
2537,166,1.66,68,24.67702134
2538,157,1.57,80,32.45567772
2539,155,1.55,91,37.87721124
2540,164,1.64,92,34.20582986
2541,176,1.76,39,12.59039256
2542,146,1.46,70,32.83918184
2543,155,1.55,99,41.20707596
2544,169,1.69,47,16.45600644
2545,161,1.61,58,22.37567995
2546,172,1.72,47,15.88696593
2547,178,1.78,44,13.88713546
2548,158,1.58,34,13.61961224
2549,147,1.47,78,36.09607108
2550,180,1.8,51,15.74074074
2551,163,1.63,45,16.93703188
2552,179,1.79,61,19.03810742
2553,173,1.73,92,30.73941662
2554,156,1.56,79,32.46219592
2555,144,1.44,77,37.13348765
2556,142,1.42,25,12.39833366
2557,168,1.68,64,22.67573696
2558,168,1.68,96,34.01360544
2559,157,1.57,38,15.41644691
2560,173,1.73,28,9.355474623
2561,174,1.74,38,12.55119567
2562,150,1.5,66,29.33333333
2563,177,1.77,70,22.34351559
2564,158,1.58,56,22.43230252
2565,145,1.45,25,11.89060642
2566,148,1.48,33,15.06574142
2567,154,1.54,85,35.84078259
2568,148,1.48,30,13.69612856
2569,175,1.75,32,10.44897959
2570,178,1.78,57,17.99015276
2571,168,1.68,66,23.38435374
2572,160,1.6,49,19.140625
2573,170,1.7,44,15.22491349
2574,150,1.5,67,29.77777778
2575,163,1.63,29,10.9149761
2576,146,1.46,69,32.37005067
2577,144,1.44,72,34.72222222
2578,160,1.6,47,18.359375
2579,152,1.52,77,33.32756233
2580,156,1.56,98,40.2695595
2581,159,1.59,93,36.78651952
2582,175,1.75,94,30.69387755
2583,169,1.69,25,8.753194916
2584,153,1.53,70,29.90302875
2585,168,1.68,27,9.566326531
2586,140,1.4,69,35.20408163
2587,150,1.5,47,20.88888889
2588,176,1.76,40,12.91322314
2589,167,1.67,74,26.53375883
2590,178,1.78,45,14.20275218
2591,173,1.73,84,28.06642387
2592,171,1.71,65,22.22906193
2593,142,1.42,65,32.23566753
2594,141,1.41,70,35.2094965
2595,172,1.72,83,28.05570579
2596,157,1.57,42,17.0392308
2597,163,1.63,78,29.35752192
2598,154,1.54,61,25.72103221
2599,149,1.49,82,36.93527319
2600,176,1.76,99,31.96022727
2601,167,1.67,90,32.27078777
2602,178,1.78,90,28.40550436
2603,175,1.75,88,28.73469388
2604,171,1.71,37,12.65346602
2605,172,1.72,50,16.90102758
2606,147,1.47,37,17.12249526
2607,152,1.52,89,38.52146814
2608,153,1.53,36,15.3787005
2609,151,1.51,47,20.613131
2610,146,1.46,67,31.43178833
2611,144,1.44,40,19.29012346
2612,155,1.55,91,37.87721124
2613,175,1.75,94,30.69387755
2614,163,1.63,46,17.31341037
2615,163,1.63,60,22.58270917
2616,142,1.42,83,41.16246776
2617,161,1.61,56,21.60410478
2618,151,1.51,25,10.96443138
2619,153,1.53,83,35.45644837
2620,165,1.65,41,15.05968779
2621,149,1.49,63,28.37710013
2622,150,1.5,82,36.44444444
2623,160,1.6,45,17.578125
2624,175,1.75,57,18.6122449
2625,160,1.6,94,36.71875
2626,145,1.45,38,18.07372176
2627,159,1.59,86,34.01764171
2628,152,1.52,55,23.80540166
2629,155,1.55,30,12.48699272
2630,165,1.65,62,22.77318641
2631,168,1.68,97,34.36791383
2632,147,1.47,37,17.12249526
2633,180,1.8,99,30.55555556
2634,173,1.73,88,29.40292024
2635,143,1.43,66,32.27541689
2636,175,1.75,62,20.24489796
2637,142,1.42,91,45.12993454
2638,162,1.62,42,16.00365798
2639,145,1.45,66,31.39120095
2640,141,1.41,100,50.29928072
2641,149,1.49,36,16.21548579
2642,171,1.71,74,25.30693205
2643,171,1.71,93,31.80465784
2644,152,1.52,56,24.23822715
2645,142,1.42,64,31.73973418
2646,156,1.56,93,38.21499014
2647,169,1.69,78,27.30996814
2648,147,1.47,83,38.40992179
2649,154,1.54,96,40.47900152
2650,171,1.71,51,17.44126398
2651,160,1.6,84,32.8125
2652,147,1.47,73,33.78222037
2653,157,1.57,32,12.98227109
2654,154,1.54,31,13.07134424
2655,171,1.71,53,18.12523512
2656,152,1.52,78,33.76038781
2657,161,1.61,91,35.10667027
2658,174,1.74,61,20.14797199
2659,147,1.47,98,45.35147392
2660,156,1.56,25,10.27284681
2661,171,1.71,29,9.917581478
2662,152,1.52,44,19.04432133
2663,172,1.72,27,9.126554895
2664,180,1.8,64,19.75308642
2665,171,1.71,27,9.233610342
2666,152,1.52,62,26.83518006
2667,157,1.57,66,26.77593411
2668,161,1.61,57,21.98989237
2669,147,1.47,64,29.61728909
2670,163,1.63,72,27.09925101
2671,149,1.49,85,38.28656367
2672,160,1.6,85,33.203125
2673,160,1.6,64,25
2674,144,1.44,61,29.41743827
2675,150,1.5,45,20
2676,180,1.8,67,20.67901235
2677,175,1.75,30,9.795918367
2678,165,1.65,94,34.52708907
2679,172,1.72,54,18.25310979
2680,145,1.45,61,29.01307967
2681,152,1.52,32,13.85041551
2682,152,1.52,28,12.11911357
2683,155,1.55,88,36.62851197
2684,177,1.77,43,13.72530244
2685,146,1.46,90,42.22180522
2686,180,1.8,98,30.24691358
2687,149,1.49,79,35.5839827
2688,143,1.43,74,36.18758864
2689,172,1.72,96,32.44997296
2690,179,1.79,38,11.85980463
2691,165,1.65,49,17.99816345
2692,140,1.4,33,16.83673469
2693,169,1.69,42,14.70536746
2694,165,1.65,28,10.28466483
2695,164,1.64,68,25.2825699
2696,143,1.43,32,15.64868698
2697,174,1.74,64,21.13885586
2698,141,1.41,90,45.26935265
2699,167,1.67,38,13.62544372
2700,149,1.49,89,40.08828431
2701,169,1.69,60,21.0076678
2702,148,1.48,52,23.73995617
2703,161,1.61,55,21.21831719
2704,160,1.6,52,20.3125
2705,168,1.68,47,16.65249433
2706,174,1.74,79,26.0932752
2707,150,1.5,35,15.55555556
2708,155,1.55,82,34.13111342
2709,163,1.63,32,12.04411156
2710,177,1.77,50,15.95965399
2711,169,1.69,84,29.41073492
2712,141,1.41,43,21.62869071
2713,150,1.5,61,27.11111111
2714,150,1.5,25,11.11111111
2715,155,1.55,39,16.23309053
2716,162,1.62,52,19.81405274
2717,155,1.55,52,21.64412071
2718,172,1.72,38,12.84478096
2719,179,1.79,74,23.09540901
2720,157,1.57,81,32.86137369
2721,164,1.64,65,24.1671624
2722,171,1.71,73,24.96494648
2723,164,1.64,82,30.48780488
2724,158,1.58,33,13.21903541
2725,175,1.75,51,16.65306122
2726,163,1.63,40,15.05513945
2727,174,1.74,95,31.37798917
2728,140,1.4,45,22.95918367
2729,161,1.61,52,20.06095444
2730,149,1.49,45,20.26935724
2731,173,1.73,35,11.69434328
2732,154,1.54,63,26.56434475
2733,179,1.79,100,31.21001217
2734,175,1.75,35,11.42857143
2735,150,1.5,73,32.44444444
2736,167,1.67,88,31.55365915
2737,147,1.47,46,21.28742654
2738,175,1.75,25,8.163265306
2739,162,1.62,39,14.86053955
2740,142,1.42,67,33.22753422
2741,160,1.6,66,25.78125
2742,174,1.74,81,26.75386445
2743,179,1.79,55,17.16550669
2744,158,1.58,43,17.22480372
2745,176,1.76,97,31.31456612
2746,172,1.72,91,30.7598702
2747,164,1.64,87,32.34681737
2748,166,1.66,88,31.93496879
2749,144,1.44,70,33.75771605
2750,147,1.47,73,33.78222037
2751,161,1.61,32,12.34520273
2752,171,1.71,40,13.67942273
2753,175,1.75,42,13.71428571
2754,155,1.55,60,24.97398543
2755,159,1.59,80,31.64431787
2756,150,1.5,66,29.33333333
2757,171,1.71,52,17.78324955
2758,143,1.43,91,44.50095359
2759,180,1.8,37,11.41975309
2760,160,1.6,26,10.15625
2761,150,1.5,86,38.22222222
2762,157,1.57,53,21.50188649
2763,171,1.71,27,9.233610342
2764,152,1.52,93,40.25277008
2765,143,1.43,83,40.58878185
2766,145,1.45,86,40.90368609
2767,176,1.76,70,22.5981405
2768,148,1.48,49,22.37034332
2769,177,1.77,65,20.74755019
2770,157,1.57,78,31.64428577
2771,164,1.64,35,13.01308745
2772,174,1.74,70,23.1206236
2773,167,1.67,84,30.11940191
2774,169,1.69,94,32.91201288
2775,141,1.41,71,35.71248931
2776,156,1.56,67,27.53122945
2777,149,1.49,82,36.93527319
2778,180,1.8,94,29.01234568
2779,150,1.5,70,31.11111111
2780,149,1.49,28,12.6120445
2781,141,1.41,93,46.77833107
2782,168,1.68,35,12.40079365
2783,176,1.76,61,19.69266529
2784,145,1.45,71,33.76932224
2785,175,1.75,84,27.42857143
2786,170,1.7,50,17.30103806
2787,159,1.59,29,11.47106523
2788,163,1.63,75,28.22838647
2789,152,1.52,94,40.68559557
2790,173,1.73,76,25.39343112
2791,149,1.49,85,38.28656367
2792,150,1.5,87,38.66666667
2793,179,1.79,58,18.10180706
2794,178,1.78,60,18.9370029
2795,159,1.59,48,18.98659072
2796,155,1.55,27,11.23829344
2797,145,1.45,36,17.12247325
2798,180,1.8,69,21.2962963
2799,172,1.72,91,30.7598702
2800,168,1.68,39,13.81802721
2801,151,1.51,40,17.54309022
2802,161,1.61,52,20.06095444
2803,153,1.53,27,11.53402537
2804,153,1.53,46,19.65056175
2805,180,1.8,37,11.41975309
2806,144,1.44,48,23.14814815
2807,161,1.61,35,13.50256549
2808,141,1.41,50,25.14964036
2809,155,1.55,34,14.15192508
2810,140,1.4,40,20.40816327
2811,166,1.66,75,27.21730295
2812,178,1.78,37,11.67781846
2813,154,1.54,72,30.35925114
2814,166,1.66,96,34.83814777
2815,142,1.42,53,26.28446737
2816,171,1.71,73,24.96494648
2817,176,1.76,33,10.65340909
2818,147,1.47,45,20.82465639
2819,170,1.7,85,29.41176471
2820,148,1.48,98,44.74068663
2821,161,1.61,92,35.49245785
2822,172,1.72,58,19.605192
2823,172,1.72,63,21.29529475
2824,161,1.61,59,22.76146754
2825,170,1.7,93,32.1799308
2826,170,1.7,82,28.37370242
2827,170,1.7,49,16.9550173
2828,172,1.72,43,14.53488372
2829,140,1.4,90,45.91836735
2830,175,1.75,65,21.2244898
2831,174,1.74,89,29.39622143
2832,152,1.52,42,18.17867036
2833,175,1.75,94,30.69387755
2834,164,1.64,56,20.82093992
2835,144,1.44,40,19.29012346
2836,155,1.55,40,16.64932362
2837,144,1.44,98,47.26080247
2838,174,1.74,80,26.42356982
2839,144,1.44,71,34.23996914
2840,142,1.42,38,18.84546717
2841,178,1.78,83,26.19618735
2842,147,1.47,74,34.24499051
2843,146,1.46,62,29.08613248
2844,164,1.64,85,31.60321237
2845,159,1.59,47,18.59103675
2846,156,1.56,27,11.09467456
2847,145,1.45,88,41.8549346
2848,143,1.43,44,21.51694459
2849,177,1.77,92,29.36576335
2850,151,1.51,91,39.91053024
2851,162,1.62,75,28.57796068
2852,180,1.8,37,11.41975309
2853,143,1.43,68,33.25345983
2854,145,1.45,52,24.73246136
2855,154,1.54,78,32.88918873
2856,167,1.67,61,21.87242282
2857,147,1.47,45,20.82465639
2858,177,1.77,48,15.32126783
2859,152,1.52,87,37.65581717
2860,156,1.56,67,27.53122945
2861,150,1.5,88,39.11111111
2862,153,1.53,46,19.65056175
2863,169,1.69,33,11.55421729
2864,142,1.42,100,49.59333466
2865,167,1.67,77,27.60945176
2866,177,1.77,84,26.81221871
2867,152,1.52,82,35.49168975
2868,177,1.77,47,15.00207476
2869,142,1.42,65,32.23566753
2870,155,1.55,76,31.63371488
2871,145,1.45,93,44.23305589
2872,156,1.56,77,31.64036818
2873,146,1.46,25,11.72827923
2874,180,1.8,97,29.9382716
2875,153,1.53,46,19.65056175
2876,141,1.41,90,45.26935265
2877,147,1.47,31,14.3458744
2878,165,1.65,97,35.62901745
2879,166,1.66,55,19.95935549
2880,155,1.55,78,32.46618106
2881,163,1.63,29,10.9149761
2882,164,1.64,48,17.84651993
2883,156,1.56,26,10.68376068
2884,159,1.59,46,18.19548277
2885,178,1.78,61,19.25261962
2886,145,1.45,75,35.67181926
2887,162,1.62,84,32.00731596
2888,145,1.45,64,30.43995244
2889,141,1.41,95,47.78431668
2890,161,1.61,51,19.67516685
2891,169,1.69,81,28.36035153
2892,140,1.4,40,20.40816327
2893,178,1.78,33,10.4153516
2894,158,1.58,36,14.4207659
2895,180,1.8,58,17.90123457
2896,174,1.74,44,14.5329634
2897,144,1.44,33,15.91435185
2898,148,1.48,30,13.69612856
2899,163,1.63,80,30.1102789
2900,147,1.47,53,24.52681753
2901,155,1.55,28,11.65452653
2902,141,1.41,49,24.64664755
2903,155,1.55,32,13.3194589
2904,155,1.55,78,32.46618106
2905,168,1.68,30,10.6292517
2906,142,1.42,65,32.23566753
2907,160,1.6,48,18.75
2908,172,1.72,42,14.19686317
2909,147,1.47,43,19.89911611
2910,151,1.51,79,34.64760318
2911,140,1.4,94,47.95918367
2912,143,1.43,91,44.50095359
2913,153,1.53,68,29.0486565
2914,151,1.51,67,29.38467611
2915,153,1.53,81,34.60207612
2916,157,1.57,63,25.5588462
2917,149,1.49,53,23.87279852
2918,143,1.43,27,13.20357964
2919,141,1.41,46,23.13766913
2920,167,1.67,84,30.11940191
2921,157,1.57,49,19.8791026
2922,147,1.47,89,41.18654264
2923,173,1.73,82,27.39817568
2924,177,1.77,80,25.53544639
2925,152,1.52,63,27.26800554
2926,169,1.69,35,12.25447288
2927,151,1.51,35,15.35020394
2928,155,1.55,85,35.3798127
2929,164,1.64,49,18.21832243
2930,157,1.57,26,10.54809526
2931,180,1.8,29,8.950617284
2932,172,1.72,46,15.54894538
2933,176,1.76,78,25.18078512
2934,164,1.64,44,16.35930993
2935,178,1.78,74,23.35563691
2936,157,1.57,73,29.61580592
2937,173,1.73,89,29.73704434
2938,153,1.53,53,22.64086462
2939,147,1.47,48,22.21296682
2940,149,1.49,80,36.03441286
2941,151,1.51,64,28.06894434
2942,154,1.54,59,24.87771968
2943,150,1.5,41,18.22222222
2944,168,1.68,60,21.2585034
2945,144,1.44,59,28.4529321
2946,144,1.44,46,22.18364198
2947,156,1.56,47,19.31295201
2948,159,1.59,67,26.50211621
2949,164,1.64,71,26.39797739
2950,175,1.75,34,11.10204082
2951,164,1.64,95,35.32123736
2952,156,1.56,81,33.28402367
2953,145,1.45,98,46.61117717
2954,160,1.6,62,24.21875
2955,145,1.45,55,26.15933413
2956,153,1.53,96,41.009868
2957,169,1.69,89,31.1613739
2958,150,1.5,85,37.77777778
2959,175,1.75,53,17.30612245
2960,152,1.52,83,35.92451524
2961,147,1.47,58,26.84066824
2962,154,1.54,80,33.73250126
2963,170,1.7,35,12.11072664
2964,171,1.71,50,17.09927841
2965,155,1.55,69,28.72008325
2966,163,1.63,51,19.1953028
2967,153,1.53,88,37.592379
2968,164,1.64,26,9.666864961
2969,160,1.6,87,33.984375
2970,144,1.44,36,17.36111111
2971,166,1.66,89,32.29786616
2972,141,1.41,52,26.15562597
2973,160,1.6,26,10.15625
2974,147,1.47,66,30.54282938
2975,159,1.59,73,28.87544005
2976,175,1.75,76,24.81632653
2977,147,1.47,49,22.67573696
2978,163,1.63,30,11.29135459
2979,151,1.51,75,32.89329415
2980,172,1.72,73,24.67550027
2981,171,1.71,38,12.99545159
2982,180,1.8,83,25.61728395
2983,153,1.53,52,22.2136785
2984,141,1.41,90,45.26935265
2985,164,1.64,38,14.12849494
2986,162,1.62,55,20.95717116
2987,148,1.48,30,13.69612856
2988,159,1.59,78,30.85320992
2989,153,1.53,81,34.60207612
2990,158,1.58,45,18.02595738
2991,141,1.41,53,26.65861878
2992,151,1.51,64,28.06894434
2993,152,1.52,86,37.22299169
2994,147,1.47,41,18.97357582
2995,155,1.55,57,23.72528616
2996,166,1.66,81,29.39468718
2997,165,1.65,26,9.550045914
2998,164,1.64,29,10.78227246
2999,167,1.67,80,28.68514468
3000,146,1.46,100,46.91311691
3001,168,1.68,63,22.32142857
3002,164,1.64,100,37.18024985
3003,149,1.49,83,37.38570335
3004,164,1.64,52,19.33372992
3005,152,1.52,53,22.93975069
3006,179,1.79,64,19.97440779
3007,145,1.45,74,35.19619501
3008,164,1.64,65,24.1671624
3009,174,1.74,46,15.19355265
3010,168,1.68,26,9.212018141
3011,167,1.67,47,16.8525225
3012,166,1.66,34,12.33851067
3013,140,1.4,38,19.3877551
3014,150,1.5,64,28.44444444
3015,177,1.77,83,26.49302563
3016,143,1.43,96,46.94606093
3017,159,1.59,81,32.03987184
3018,158,1.58,83,33.24787694
3019,149,1.49,26,11.71118418
3020,161,1.61,55,21.21831719
3021,178,1.78,28,8.837268022
3022,148,1.48,94,42.91453616
3023,141,1.41,50,25.14964036
3024,170,1.7,34,11.76470588
3025,177,1.77,56,17.87481247
3026,158,1.58,73,29.24210864
3027,152,1.52,77,33.32756233
3028,177,1.77,31,9.894985477
3029,144,1.44,36,17.36111111
3030,180,1.8,27,8.333333333
3031,141,1.41,41,20.6227051
3032,156,1.56,67,27.53122945
3033,164,1.64,79,29.37239738
3034,178,1.78,70,22.09317005
3035,154,1.54,93,39.21403272
3036,149,1.49,84,37.83613351
3037,177,1.77,65,20.74755019
3038,176,1.76,44,14.20454545
3039,179,1.79,63,19.66230767
3040,159,1.59,56,22.15102251
3041,146,1.46,71,33.308313
3042,143,1.43,57,27.87422368
3043,144,1.44,93,44.84953704
3044,160,1.6,97,37.890625
